Initial performance HR@10: 0.0785, NDCG@10: 0.0357, AUC: 0.5949, eval loss: 66.3364 
Run: 1, epoch: 1, HR@10: 0.5735, NDCG@10: 0.2606, AUC: 0.8621, train loss: 1136.3979, eval loss: 31.6468 
Run: 1, epoch: 2, HR@10: 0.5791, NDCG@10: 0.2631, AUC: 0.8677, train loss: 980.5752, eval loss: 30.6011 
Run: 1, epoch: 3, HR@10: 0.5964, NDCG@10: 0.2710, AUC: 0.8706, train loss: 944.8432, eval loss: 30.0840 
Run: 1, epoch: 4, HR@10: 0.6003, NDCG@10: 0.2728, AUC: 0.8709, train loss: 925.1526, eval loss: 29.9562 
Run: 1, epoch: 5, HR@10: 0.6068, NDCG@10: 0.2757, AUC: 0.8738, train loss: 910.3366, eval loss: 29.4304 
Run: 1, epoch: 6, HR@10: 0.6041, NDCG@10: 0.2745, AUC: 0.8738, train loss: 900.0359, eval loss: 29.4772 
Run: 1, epoch: 7, HR@10: 0.6053, NDCG@10: 0.2750, AUC: 0.8737, train loss: 890.9500, eval loss: 29.5856 
Run: 1, epoch: 8, HR@10: 0.6028, NDCG@10: 0.2739, AUC: 0.8734, train loss: 877.8387, eval loss: 29.5442 
Run: 1, epoch: 9, HR@10: 0.6209, NDCG@10: 0.2821, AUC: 0.8771, train loss: 869.4628, eval loss: 28.7371 
Run: 1, epoch: 10, HR@10: 0.6089, NDCG@10: 0.2767, AUC: 0.8754, train loss: 863.6798, eval loss: 29.5922 
Run: 1, epoch: 11, HR@10: 0.6118, NDCG@10: 0.2780, AUC: 0.8751, train loss: 858.6242, eval loss: 29.1285 
Run: 1, epoch: 12, HR@10: 0.6200, NDCG@10: 0.2817, AUC: 0.8777, train loss: 851.6589, eval loss: 28.8311 
Run: 1, epoch: 13, HR@10: 0.6142, NDCG@10: 0.2791, AUC: 0.8778, train loss: 849.9721, eval loss: 28.9166 
Run: 1, epoch: 14, HR@10: 0.6167, NDCG@10: 0.2802, AUC: 0.8771, train loss: 848.6882, eval loss: 29.0047 
Run: 1, epoch: 15, HR@10: 0.6177, NDCG@10: 0.2807, AUC: 0.8785, train loss: 843.9928, eval loss: 28.7398 
Run: 1, epoch: 16, HR@10: 0.6157, NDCG@10: 0.2798, AUC: 0.8765, train loss: 843.2035, eval loss: 28.8732 
Run: 1, epoch: 17, HR@10: 0.6177, NDCG@10: 0.2807, AUC: 0.8768, train loss: 840.1541, eval loss: 28.9495 
Run: 1, epoch: 18, HR@10: 0.6220, NDCG@10: 0.2826, AUC: 0.8785, train loss: 837.5759, eval loss: 28.6360 
Run: 1, epoch: 19, HR@10: 0.6121, NDCG@10: 0.2781, AUC: 0.8765, train loss: 834.6802, eval loss: 29.3214 
Run: 1, epoch: 20, HR@10: 0.6210, NDCG@10: 0.2822, AUC: 0.8771, train loss: 833.0794, eval loss: 28.8905 
Run: 1, epoch: 21, HR@10: 0.6233, NDCG@10: 0.2832, AUC: 0.8792, train loss: 832.3320, eval loss: 28.6602 
Run: 1, epoch: 22, HR@10: 0.6192, NDCG@10: 0.2813, AUC: 0.8785, train loss: 829.6843, eval loss: 28.7801 
Run: 1, epoch: 23, HR@10: 0.6227, NDCG@10: 0.2829, AUC: 0.8780, train loss: 828.0223, eval loss: 28.9270 
Run: 1, epoch: 24, HR@10: 0.6179, NDCG@10: 0.2807, AUC: 0.8764, train loss: 825.9923, eval loss: 29.3019 
Run: 1, epoch: 25, HR@10: 0.6215, NDCG@10: 0.2824, AUC: 0.8788, train loss: 824.0270, eval loss: 28.7026 
Run: 1, epoch: 26, HR@10: 0.6149, NDCG@10: 0.2794, AUC: 0.8759, train loss: 822.7409, eval loss: 29.5994 
Run: 1, epoch: 27, HR@10: 0.6204, NDCG@10: 0.2819, AUC: 0.8791, train loss: 821.4227, eval loss: 28.4697 
